Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6550f07d-78c7-bd66-5faa-a6aa4604e490,1976-03-07,2019-01-09,999-88-4335,S99978761,X68902324X,Mr.,Junior695,Rory188,Cremin516,,,D,white,hispanic,M,Rochester  New York  US,520 Reynolds Grove Apt 81,Harrison,New York,Westchester County,36119,10580,41.11252821625178,-73.76295845116691,104051.58,28214.64,776519
ce8f0d5d-2f0f-0c66-6a64-518b1e209f13,1976-03-07,,999-21-6189,S99948350,X43711146X,Mr.,Johnie961,Tyson541,Grant908,,,M,white,hispanic,M,South Lockport  New York  US,1040 Champlin Union,Harrison,New York,Westchester County,36119,10580,40.968357223326514,-73.68290935182216,76714.23,110619.71,776519
f0af24ba-22df-a2a6-ca80-9814fb6febff,1980-12-19,,999-17-4968,S99920017,X84283420X,Mr.,Caleb651,Mitchell808,Wiza601,,,M,white,nonhispanic,M,Eggertsville  New York  US,150 Watsica Dam,Irondequoit,New York,Monroe County,36055,14622,43.26159904100818,-77.56197206495038,186727.33,47447.29,58325
6275db11-d13f-3576-ca29-c3f6247ac2dc,2023-01-28,,999-55-9695,,,,Teri144,Layne115,Hilpert278,,,,other,hispanic,F,North Massapequa  New York  US,1038 Quitzon Lock Suite 18,New York,New York,New York County,36061,10016,40.693397676840846,-73.73075806255422,11917.52,2065.36,74220
a56f7570-fa42-cebe-bded-330118a4268c,2004-03-29,,999-23-8973,S99961586,X8762033X,Mr.,Stuart913,Issac619,Price929,,,,black,nonhispanic,M,Freeport  New York  US,107 Leannon Passage Apt 66,New York,New York,Kings County,36005,10471,40.61832914511041,-74.0479719743459,7045.20,1133800.59,22311
c53d3c4b-b3b9-3303-5a5b-ee949726f4ca,2010-05-13,,999-27-7698,S99959996,,,Sharyn437,,VonRueden376,,,,white,nonhispanic,F,New York  New York  US,348 Dooley Frontage road Suite 71,New York,New York,Richmond County,36061,10029,40.76714222203718,-73.9593329425191,31214.40,43462.80,905454
e4dffd18-650e-d1a9-f0bb-df102547605e,1994-06-16,,999-81-8799,S99951371,X32152688X,Ms.,Alejandrina481,,Wisoky380,,,S,black,nonhispanic,F,Nassau  New York  US,234 Kuhn Gardens Apt 2,New York,New York,Kings County,36005,10471,40.68975648068507,-73.97589416256193,188262.25,1288429.07,930408
994d6249-48af-8064-c677-0fb58b1b59a8,1952-01-12,,999-83-4738,S99970073,X47058637X,Mr.,Hai304,,Marvin195,,,M,black,nonhispanic,M,New York  New York  US,471 Mosciski Center Apt 23,New York,New York,Bronx County,36061,10119,40.66906926882928,-73.7953137585948,17585.68,1281554.31,2326
f9dd6522-9d7a-93cd-c9c9-4fe118627441,1991-12-03,,999-21-2090,S99973880,X49804225X,Ms.,Peggie783,Ima629,Wiza601,,,S,white,nonhispanic,F,New York  New York  US,434 Koelpin Arcade,Binghamton,New York,Broome County,36007,13903,42.00050811901512,-75.86876256640303,87745.14,728303.33,27529
13bbd9ac-5c42-f173-5411-4e30e7da9e8d,1982-06-01,,999-19-5726,S99937758,X29754210X,Mrs.,Zina602,Joyce806,Schneider199,,Parisian75,M,asian,nonhispanic,F,New York  New York  US,614 Wisoky Neck Suite 35,New York,New York,Kings County,36047,11237,40.73332232913245,-73.95419523267172,20944.76,1457820.72,12354
c66e4f6a-5dd7-04e6-a6c2-b9f4122446d2,1981-09-23,,999-38-9157,S99912810,X43649991X,Mr.,Xavier983,Toby274,VonRueden376,,,M,white,nonhispanic,M,Wawayanda  New York  US,1089 Hahn Way Unit 93,Harrison,New York,Westchester County,36119,10528,41.01938925722605,-73.74031053555598,107750.62,33618.86,744552
4760e5e7-fa82-b084-95cb-bb4564d42496,1954-04-26,,999-59-3765,S99939698,X71830137X,Mrs.,Genoveva361,Lilliam592,Douglas31,,Morar593,M,white,nonhispanic,F,Rochester  New York  US,852 Runolfsson Lane Apt 56,Hewlett Harbor,New York,Nassau County,36059,11557,40.66698994871307,-73.72070846014185,479058.63,1209415.26,712846
e632520a-2e4f-3419-c0f1-1f7b89f11d9c,1965-03-08,,999-67-4307,S99917206,X22169915X,Mrs.,Maricarmen445,Susana117,Bétancourt447,,Viera553,D,white,hispanic,F,Bogota  Bogota  CO,676 Konopelski Vista Unit 69,East Massapequa,New York,Nassau County,,00000,40.64940568055316,-73.42909785041935,415801.10,1292668.03,138280
5fb3b9bc-eba6-e693-4e05-6bd91dbea56b,2018-02-28,,999-91-1975,,,,Galen747,Scott935,Koelpin146,,,,asian,nonhispanic,M,Westmere  New York  US,168 Murazik Terrace,New York,New York,Queens County,36047,11229,40.76261704451153,-73.93650429234768,16019.16,23205.11,763067
6e6a4d89-4709-5549-d696-94a38122b047,1986-08-13,,999-17-3257,S99912318,X32039148X,Mrs.,Jammie261,Madge238,Raynor401,,Gaylord332,D,white,nonhispanic,F,Essex  New York  US,845 Streich View Unit 45,New York,New York,Kings County,36061,10038,40.74498934324914,-74.02658439247644,104015.32,1957621.10,27257
55133401-cd51-32bc-3046-82cb0a11d3da,1970-03-24,2011-01-12,999-94-9046,S99956657,X5779754X,Mr.,Joesph309,Young120,Blanda868,,,S,white,nonhispanic,M,Albertson  New York  US,746 Treutel Ferry,New York,New York,Queens County,36061,10199,40.715477385257124,-73.93676100222925,8172.02,148061.96,15783
d74e84cc-ab07-84a4-01b8-29f90bc3f02c,1970-03-24,,999-19-4686,S99937674,X37518937X,Mr.,Conrad619,Johnnie679,Lebsack687,,,M,white,nonhispanic,M,New York  New York  US,902 Labadie Lodge,New York,New York,Queens County,36061,10170,40.59677835520413,-74.19651121911923,12235.41,390657.05,15783
50ad813c-cbc2-47aa-eaaa-8694cbcd66c9,2022-12-24,,999-15-2028,,,,Randal152,Walton167,Gusikowski974,,,,white,nonhispanic,M,Waddington  New York  US,423 Cassin Center Apt 5,Troy,New York,Rensselaer County,36083,12182,42.77492215095944,-73.60676283819818,700.00,22498.01,23092
715724a5-2018-a4ef-8f62-42ec13f9c91d,2017-04-30,,999-84-8728,,,,Rosella686,Ryan260,Parker433,,,,white,nonhispanic,F,New York  New York  US,789 Weissnat Burg,Bethlehem,New York,Albany County,,00000,42.55647076786578,-73.84633668185124,26420.22,12370.74,62618
18b101ed-6582-7193-5a1a-cac8e8de151c,2012-06-20,,999-47-2612,,,,Ivory697,Sam879,Miller503,,,,white,nonhispanic,M,Yonkers  New York  US,359 Nitzsche Crossing,New York,New York,Bronx County,36061,10153,40.7303707062702,-73.94975151708312,2850.00,62799.85,18203
bec25def-e2ce-2fe3-4022-747293bc775e,1964-01-06,,999-21-7720,S99945214,X85259384X,Mr.,Martín25,,Cervántez278,,,S,white,hispanic,M,San Jose  San Jose  CR,357 Schmidt Way,New York,New York,Kings County,36085,10306,40.82657940064272,-73.91969226235979,190604.52,158601.95,875378
2bbd76b7-e9a4-0597-7752-c228b9ffe6c1,1958-08-22,2019-12-30,999-80-3561,S99947371,X40883068X,Mrs.,Lois157,,Goyette777,,Nienow652,M,black,nonhispanic,F,New York  New York  US,650 Olson Station,North Valley Stream,New York,Nassau County,,00000,40.727407344823455,-73.67763414372367,291854.72,1558113.41,193916
f1838062-ff2a-1290-60ec-0e551c47975d,1958-08-22,,999-44-1175,S99954697,X75081799X,Mrs.,Lavonna163,Sandra485,Leuschke194,,Hahn503,M,black,nonhispanic,F,New York  New York  US,501 Schneider Run,North Valley Stream,New York,Nassau County,,00000,40.69468230727546,-73.68890234709934,193302.34,1533666.40,193916
ce2e160d-4a41-c64a-859f-2653d0ec39ad,1991-09-04,,999-82-8005,S99940158,X69515878X,Mr.,Bradly656,,Zemlak964,,,M,white,nonhispanic,M,Chenango Bridge  New York  US,595 Parisian Avenue,New York,New York,Kings County,36085,10314,40.72851694993021,-73.86160225989548,89062.88,882700.10,198717
23c94034-f050-04d5-c5a3-2d42bf3ccc7f,2024-11-03,,999-76-8806,,,,Talitha643,,Bergnaum523,,,,white,hispanic,F,New York  New York  US,800 Schmitt Boulevard Apt 23,New York,New York,Queens County,36081,11365,40.73473181195031,-73.9806226346621,5785.57,0.00,182688
17cb5ccc-4c1f-9747-f535-e57cd464679d,1947-05-28,,999-74-5756,S99955027,X3823643X,Mr.,Jefferson174,Renaldo199,Dach178,,,D,white,nonhispanic,M,New York  New York  US,804 Nolan Haven,Commack,New York,Suffolk County,36103,11725,40.791467053092894,-73.30093024669678,14187.62,572649.67,18218
06eb6dda-a918-928f-76cf-6bf370cf2014,2017-12-17,,999-92-3855,,,,Kenneth671,Vincent299,Ritchie586,,,,white,nonhispanic,M,Bohemia  New York  US,343 Wisozk Hollow,Valley Stream,New York,Nassau County,36059,11580,40.681242539925144,-73.68379458254418,17654.15,43900.32,97576
8c5fa9a2-4100-1e1c-1287-7effbfe0c0d2,1981-05-21,,999-72-6214,S99983713,X18516223X,Ms.,Rubie803,Angle307,King743,,,S,black,nonhispanic,F,New York  New York  US,685 Batz Trafficway,New York,New York,Bronx County,36061,10018,40.87242777553662,-73.88594060443624,579146.73,188914.70,40171
